ip,timestamp,request,status,size,user_agent
170.202.61.84,12/Aug/2024:05:01:15 +0000,GET /services.html HTTP/1.1,404,1600,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
21.29.183.166,3/Aug/2024:08:56:58 +0000,DELETE /contact.html HTTP/1.1,500,542,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
111.86.46.76,6/Aug/2024:10:38:36 +0000,DELETE /services.html HTTP/1.1,200,1429,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
75.126.45.241,22/Aug/2024:10:25:35 +0000,PUT /login HTTP/1.1,302,4162,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
154.46.31.243,27/Aug/2024:08:00:53 +0000,GET /services.html HTTP/1.1,500,4515,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
46.38.138.196,3/Aug/2024:23:50:15 +0000,GET /contact.html HTTP/1.1,302,3135,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
254.113.228.251,19/Aug/2024:23:57:21 +0000,GET /index.html HTTP/1.1,404,245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
181.151.161.103,10/Aug/2024:01:08:02 +0000,GET /pricing.html HTTP/1.1,302,4358,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
92.150.1.154,13/Aug/2024:13:36:18 +0000,DELETE /index.html HTTP/1.1,200,4685,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
34.143.146.174,13/Aug/2024:18:34:29 +0000,DELETE /pricing.html HTTP/1.1,404,4498,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
101.48.236.88,24/Aug/2024:14:56:21 +0000,GET /index.html HTTP/1.1,302,4004,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
163.70.82.172,24/Aug/2024:16:07:13 +0000,POST /about.html HTTP/1.1,500,3838,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
229.22.165.188,4/Aug/2024:01:01:01 +0000,GET /services.html HTTP/1.1,302,4672,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
200.199.76.107,13/Aug/2024:06:20:44 +0000,DELETE /contact.html HTTP/1.1,404,4256,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
16.36.14.5,5/Aug/2024:10:35:32 +0000,POST /pricing.html HTTP/1.1,302,3066,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
213.189.92.129,14/Aug/2024:08:40:01 +0000,DELETE /contact.html HTTP/1.1,404,4683,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
185.167.234.200,20/Aug/2024:07:01:20 +0000,GET /products.html HTTP/1.1,404,1904,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
245.117.234.215,26/Aug/2024:00:31:46 +0000,POST /pricing.html HTTP/1.1,302,1127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
146.63.54.255,10/Aug/2024:21:34:54 +0000,PUT /products.html HTTP/1.1,404,3935,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
93.40.250.172,23/Aug/2024:11:29:22 +0000,PUT /products.html HTTP/1.1,404,2213,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
113.96.30.76,18/Aug/2024:12:06:26 +0000,PUT /login HTTP/1.1,500,4969,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
109.25.199.130,9/Aug/2024:07:56:00 +0000,POST /login HTTP/1.1,200,3395,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
116.193.10.33,26/Aug/2024:03:41:33 +0000,GET /products.html HTTP/1.1,200,356,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
57.180.143.94,7/Aug/2024:10:49:15 +0000,GET /login HTTP/1.1,302,4219,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
212.29.244.31,25/Aug/2024:16:37:43 +0000,DELETE /index.html HTTP/1.1,200,4034,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
178.126.70.10,9/Aug/2024:06:14:40 +0000,PUT /about.html HTTP/1.1,200,3444,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
47.151.141.203,28/Aug/2024:00:45:40 +0000,POST /pricing.html HTTP/1.1,404,1648,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
229.241.13.45,3/Aug/2024:20:09:32 +0000,PUT /contact.html HTTP/1.1,500,2435,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
78.167.68.134,1/Aug/2024:11:30:43 +0000,POST /services.html HTTP/1.1,500,1438,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
44.7.244.175,16/Aug/2024:20:31:33 +0000,DELETE /login HTTP/1.1,302,686,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
174.125.211.150,21/Aug/2024:09:36:13 +0000,DELETE /pricing.html HTTP/1.1,302,4902,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
137.224.34.207,7/Aug/2024:13:56:09 +0000,PUT /contact.html HTTP/1.1,302,3252,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
212.120.33.178,15/Aug/2024:15:02:15 +0000,GET /contact.html HTTP/1.1,404,1232,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
228.39.29.186,9/Aug/2024:19:37:19 +0000,PUT /services.html HTTP/1.1,404,3513,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
64.79.136.188,11/Aug/2024:13:57:46 +0000,DELETE /products.html HTTP/1.1,200,1372,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
65.247.69.80,8/Aug/2024:11:30:06 +0000,PUT /index.html HTTP/1.1,404,4316,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
108.67.13.198,8/Aug/2024:03:24:43 +0000,GET /login HTTP/1.1,500,1076,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
149.122.40.112,3/Aug/2024:07:53:54 +0000,POST /login HTTP/1.1,302,1360,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
204.183.182.253,4/Aug/2024:01:24:06 +0000,GET /services.html HTTP/1.1,200,2226,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
107.161.205.86,5/Aug/2024:19:33:05 +0000,DELETE /about.html HTTP/1.1,404,2797,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
215.252.185.48,25/Aug/2024:23:53:43 +0000,PUT /services.html HTTP/1.1,500,3329,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
254.202.49.29,5/Aug/2024:20:53:08 +0000,POST /index.html HTTP/1.1,500,1488,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
20.114.43.196,23/Aug/2024:12:34:05 +0000,GET /services.html HTTP/1.1,302,2105,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
230.166.92.175,10/Aug/2024:09:03:11 +0000,GET /contact.html HTTP/1.1,404,2769,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
89.92.174.236,28/Aug/2024:16:38:09 +0000,PUT /login HTTP/1.1,404,3586,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
133.122.119.212,9/Aug/2024:12:53:51 +0000,POST /contact.html HTTP/1.1,200,1241,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
170.238.103.220,27/Aug/2024:13:52:30 +0000,DELETE /products.html HTTP/1.1,500,3094,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
149.102.71.206,4/Aug/2024:03:19:53 +0000,POST /login HTTP/1.1,500,393,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
186.166.22.141,1/Aug/2024:21:33:44 +0000,DELETE /services.html HTTP/1.1,200,1072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
28.17.224.96,20/Aug/2024:17:21:45 +0000,POST /login HTTP/1.1,302,4007,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
197.211.232.108,19/Aug/2024:15:39:33 +0000,POST /products.html HTTP/1.1,302,246,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
57.31.137.42,17/Aug/2024:10:47:37 +0000,PUT /about.html HTTP/1.1,200,4808,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
179.197.34.188,12/Aug/2024:22:07:32 +0000,GET /services.html HTTP/1.1,302,318,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
33.230.154.178,5/Aug/2024:02:54:49 +0000,POST /login HTTP/1.1,500,4453,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
64.191.227.248,23/Aug/2024:22:42:08 +0000,DELETE /pricing.html HTTP/1.1,404,3155,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
136.222.86.23,2/Aug/2024:17:04:30 +0000,PUT /products.html HTTP/1.1,500,4840,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
86.134.138.169,11/Aug/2024:14:19:03 +0000,POST /products.html HTTP/1.1,200,1288,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
69.172.180.190,9/Aug/2024:11:14:22 +0000,DELETE /about.html HTTP/1.1,404,2769,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
248.171.125.31,27/Aug/2024:03:45:11 +0000,PUT /login HTTP/1.1,500,4023,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
255.180.170.234,15/Aug/2024:02:57:50 +0000,POST /about.html HTTP/1.1,302,4301,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
167.49.76.4,25/Aug/2024:23:37:27 +0000,POST /pricing.html HTTP/1.1,200,705,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
25.229.224.161,18/Aug/2024:12:03:46 +0000,GET /services.html HTTP/1.1,500,1053,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
106.231.148.138,7/Aug/2024:21:32:22 +0000,PUT /login HTTP/1.1,404,4687,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
250.224.229.220,28/Aug/2024:20:30:43 +0000,PUT /pricing.html HTTP/1.1,302,4264,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
136.248.242.116,2/Aug/2024:13:26:32 +0000,GET /pricing.html HTTP/1.1,404,1238,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
50.174.233.232,21/Aug/2024:11:21:31 +0000,POST /about.html HTTP/1.1,302,1387,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
252.76.238.124,7/Aug/2024:17:02:49 +0000,GET /products.html HTTP/1.1,302,565,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
49.238.49.117,19/Aug/2024:12:15:21 +0000,PUT /index.html HTTP/1.1,302,3400,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
8.18.121.240,6/Aug/2024:18:16:59 +0000,DELETE /index.html HTTP/1.1,200,1000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
225.162.22.37,16/Aug/2024:20:52:54 +0000,POST /pricing.html HTTP/1.1,302,372,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
7.10.149.211,18/Aug/2024:22:46:02 +0000,POST /contact.html HTTP/1.1,200,1317,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
196.204.64.144,6/Aug/2024:23:55:56 +0000,GET /services.html HTTP/1.1,302,451,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
57.114.37.236,1/Aug/2024:10:11:29 +0000,PUT /contact.html HTTP/1.1,500,2182,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
213.86.251.139,8/Aug/2024:12:16:00 +0000,POST /products.html HTTP/1.1,404,2323,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
189.27.50.173,17/Aug/2024:21:42:19 +0000,PUT /index.html HTTP/1.1,500,2783,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
210.117.94.119,4/Aug/2024:04:48:36 +0000,DELETE /login HTTP/1.1,302,4422,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
110.152.75.71,13/Aug/2024:10:25:14 +0000,DELETE /services.html HTTP/1.1,404,2633,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
69.18.250.170,1/Aug/2024:23:15:16 +0000,POST /contact.html HTTP/1.1,302,3889,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
99.126.166.184,25/Aug/2024:11:55:54 +0000,POST /pricing.html HTTP/1.1,500,1547,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
152.118.165.209,16/Aug/2024:10:41:47 +0000,POST /contact.html HTTP/1.1,500,989,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
154.104.242.242,14/Aug/2024:09:38:11 +0000,DELETE /index.html HTTP/1.1,200,3129,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
42.197.252.132,26/Aug/2024:12:24:03 +0000,GET /about.html HTTP/1.1,404,1820,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
175.55.84.119,13/Aug/2024:13:17:27 +0000,DELETE /contact.html HTTP/1.1,302,4825,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
17.45.154.220,25/Aug/2024:12:27:07 +0000,POST /about.html HTTP/1.1,302,1184,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
154.69.163.52,9/Aug/2024:09:33:38 +0000,POST /services.html HTTP/1.1,404,1134,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
206.240.29.159,23/Aug/2024:15:34:02 +0000,PUT /pricing.html HTTP/1.1,500,2238,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
89.137.106.11,13/Aug/2024:15:26:23 +0000,POST /products.html HTTP/1.1,200,1273,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
45.181.140.28,15/Aug/2024:23:28:28 +0000,POST /index.html HTTP/1.1,500,2289,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
105.123.3.180,22/Aug/2024:00:09:15 +0000,GET /pricing.html HTTP/1.1,500,2279,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
56.249.132.54,12/Aug/2024:16:51:36 +0000,GET /products.html HTTP/1.1,200,3114,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
189.116.44.83,19/Aug/2024:11:35:27 +0000,PUT /login HTTP/1.1,500,2271,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
212.169.136.220,13/Aug/2024:14:04:10 +0000,DELETE /about.html HTTP/1.1,302,939,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
58.10.205.75,9/Aug/2024:12:33:10 +0000,PUT /services.html HTTP/1.1,500,1717,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
95.98.85.150,26/Aug/2024:16:06:06 +0000,DELETE /login HTTP/1.1,200,1803,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
31.254.66.243,2/Aug/2024:09:17:14 +0000,PUT /services.html HTTP/1.1,302,4206,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
180.79.159.154,9/Aug/2024:00:27:07 +0000,DELETE /products.html HTTP/1.1,302,4242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
175.8.112.236,11/Aug/2024:12:44:40 +0000,DELETE /services.html HTTP/1.1,302,4219,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
245.253.17.253,26/Aug/2024:08:42:59 +0000,DELETE /login HTTP/1.1,500,1672,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
232.254.36.72,1/Aug/2024:04:51:07 +0000,PUT /index.html HTTP/1.1,500,1577,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
217.103.12.74,9/Aug/2024:23:38:24 +0000,GET /pricing.html HTTP/1.1,500,4578,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
68.222.242.191,24/Aug/2024:18:22:47 +0000,DELETE /login HTTP/1.1,302,1951,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
5.233.69.155,26/Aug/2024:11:07:40 +0000,PUT /pricing.html HTTP/1.1,302,781,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
43.29.7.63,5/Aug/2024:18:44:15 +0000,GET /pricing.html HTTP/1.1,404,2797,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
229.240.130.91,8/Aug/2024:20:33:45 +0000,DELETE /login HTTP/1.1,404,3657,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
225.8.128.174,10/Aug/2024:13:21:47 +0000,DELETE /contact.html HTTP/1.1,302,1337,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
245.82.37.94,3/Aug/2024:05:30:11 +0000,GET /products.html HTTP/1.1,404,1385,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
198.237.226.165,1/Aug/2024:04:50:23 +0000,DELETE /products.html HTTP/1.1,200,1797,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
67.162.183.195,14/Aug/2024:00:12:24 +0000,GET /about.html HTTP/1.1,302,4811,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
168.195.194.107,22/Aug/2024:13:53:10 +0000,DELETE /products.html HTTP/1.1,404,2948,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
119.137.170.187,15/Aug/2024:20:38:33 +0000,DELETE /products.html HTTP/1.1,500,4390,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
47.95.40.39,20/Aug/2024:23:30:22 +0000,GET /login HTTP/1.1,404,845,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
68.96.22.54,4/Aug/2024:01:14:53 +0000,POST /contact.html HTTP/1.1,404,2884,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
13.80.123.8,1/Aug/2024:08:59:54 +0000,PUT /products.html HTTP/1.1,302,4114,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
130.144.176.80,6/Aug/2024:12:46:57 +0000,POST /index.html HTTP/1.1,404,4071,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
223.209.197.252,9/Aug/2024:07:23:08 +0000,GET /pricing.html HTTP/1.1,302,4715,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
43.156.104.150,16/Aug/2024:22:20:22 +0000,GET /login HTTP/1.1,200,3846,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
208.81.199.84,5/Aug/2024:18:39:32 +0000,GET /login HTTP/1.1,404,3074,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
82.53.78.20,26/Aug/2024:22:17:45 +0000,GET /index.html HTTP/1.1,404,4223,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
48.52.57.173,10/Aug/2024:15:42:47 +0000,GET /login HTTP/1.1,500,4618,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
196.218.185.103,5/Aug/2024:16:03:42 +0000,DELETE /login HTTP/1.1,404,1720,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
199.153.23.74,24/Aug/2024:12:21:59 +0000,PUT /pricing.html HTTP/1.1,200,4664,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36"
18.168.42.57,16/Aug/2024:08:47:42 +0000,DELETE /login HTTP/1.1,404,1457,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36"
